x1,x2,y1,y2
1.0,1.0,0.514649511323822,0.472440960457323
1.0,0.0,0.538642489287162,0.47767836711757
0.0,1.0,0.556229042608545,0.479040274759421
0.0,0.0,0.602197984723233,0.47714784305358
0.0,0.2420377487373766,0.589703218819502,0.481387554384657
0.2353380713171555,0.0,0.575780282730746,0.481763887604545
0.2921678062294026,0.4357006129319629,0.541416725181825,0.48320307911685
0.2941987421828554,0.2607830590224225,0.569030608660494,0.480967074248869
0.118051154158165,0.5032918155847588,0.56510788018565,0.481241418026284
0.0,0.1058040584106914,0.599400785333109,0.480725939337928
0.5051866096815838,0.0,0.568644605257577,0.481391781756425
0.4737819191655503,0.3942040250969776,0.559138577953922,0.480315430730769
0.0,0.090166293193282,0.599336322399313,0.48089199495518
0.3312328085054364,0.6464018610278915,0.540806804004125,0.482418114021111
0.0491035593195772,0.0041780945545168,0.601182515701985,0.479831157451504
0.0844217052011159,0.1093107333232346,0.584654328355908,0.481678278706105
0.5046297542708954,1.0,0.535172641918848,0.476749306541981
0.1766228380022434,0.3553656034536471,0.565282370611076,0.481917517694314
0.2175583084898839,0.5610702171856239,0.556535151772825,0.481712786598148
0.0,0.5001553827442968,0.577368589843322,0.481693234304206
0.14333279296256,0.31236603482575,0.565691301793833,0.481576963614243
0.3310730191271293,0.109479035419744,0.563351514626296,0.481487681547242
0.0,0.3668737746060794,0.583506753053326,0.481804952679043
0.1106641629120391,0.309530498197263,0.572068096166576,0.482540654624967
0.1072511691600085,0.689031969755888,0.558333191520377,0.481992258877418
0.2337001927232849,0.4828905458148619,0.545093398983274,0.481348107874311
0.0,0.273754392958534,0.584023929491659,0.482450451267753
0.0,0.666261741463106,0.566340743263852,0.481692415229134
0.0,0.0521446252643671,0.597423265485788,0.481838665096272
0.0,0.42099986734269196
0.006292169913649559,0.27280365489423275
0.0,0.06473597267673975
